timestamp,force,roll,accX
2025-05-08T14:26:53.337211,-1.9535962343215942,-4.089707851409912,-9.047381401062012
2025-05-08T14:26:53.338352,-1.9535962343215942,-4.08599853515625,-9.05892276763916
2025-05-08T14:26:53.367634,-1.9535962343215942,-4.081864356994629,-9.066335678100586
2025-05-08T14:26:53.367788,-1.9535962343215942,-4.076288223266602,-9.048681259155273
2025-05-08T14:26:53.367924,-1.9535962343215942,-4.066966533660889,-9.054671287536621
2025-05-08T14:26:53.395833,-1.9535962343215942,-4.057778835296631,-9.047155380249023
2025-05-08T14:26:53.395864,-1.9535962343215942,-4.050830841064453,-9.053492546081543
2025-05-08T14:26:53.396634,-1.9535962343215942,-4.049217700958252,-9.054597854614258
2025-05-08T14:26:53.425679,-1.9535962343215942,-4.052976608276367,-9.03670597076416
2025-05-08T14:26:53.425703,-1.9535962343215942,-4.051980972290039,-9.053218841552734
2025-05-08T14:26:53.426522,-1.9535962343215942,-4.046609401702881,-9.046196937561035
2025-05-08T14:26:53.455885,-1.9535962343215942,-4.0417327880859375,-9.051063537597656
2025-05-08T14:26:53.456615,-1.9535962343215942,-4.035412311553955,-9.042585372924805
2025-05-08T14:26:53.456633,-1.9535962343215942,-4.027119159698486,-9.032114028930664
2025-05-08T14:26:53.486605,-1.9535962343215942,-4.018289566040039,-9.039764404296875
2025-05-08T14:26:53.488041,-1.9535962343215942,-4.0131144523620605,-9.038311004638672
2025-05-08T14:26:53.488064,-1.9535962343215942,-4.012479782104492,-9.058262825012207
2025-05-08T14:26:53.516120,-1.9535962343215942,-4.01694917678833,-9.054226875305176
2025-05-08T14:26:53.517720,-1.9535962343215942,-4.015616416931152,-9.050117492675781
2025-05-08T14:26:53.517736,-1.9535962343215942,-4.01202392578125,-9.056930541992188
2025-05-08T14:26:53.545899,-1.9535962343215942,-4.009673595428467,-9.039606094360352
2025-05-08T14:26:53.547447,-1.9535962343215942,-4.002249717712402,-9.05199909210205
2025-05-08T14:26:53.576021,-1.9535962343215942,-3.995603084564209,-9.056234359741211
2025-05-08T14:26:53.576080,-1.9535962343215942,-3.989670991897583,-9.069663047790527
2025-05-08T14:26:53.577580,-1.9535962343215942,-3.9835314750671387,-9.041213989257812
2025-05-08T14:26:53.608317,-1.9535962343215942,-3.981414318084717,-9.03603744506836
2025-05-08T14:26:53.608824,-1.9535962343215942,-3.9800174236297607,-9.044774055480957
2025-05-08T14:26:53.608998,-1.9535962343215942,-3.977187156677246,-9.058581352233887
2025-05-08T14:26:53.609620,-1.9535962343215942,-3.970144033432007,-9.055174827575684
2025-05-08T14:26:53.609652,-1.9535962343215942,-3.966930389404297,-9.044856071472168
2025-05-08T14:26:53.636543,-1.9535962343215942,-3.960071086883545,-9.052972793579102
2025-05-08T14:26:53.638004,-1.9535962343215942,-3.9563076496124268,-9.04330062866211
2025-05-08T14:26:53.666732,-1.9535962343215942,-3.9539551734924316,-9.038485527038574
2025-05-08T14:26:53.666835,-1.9535962343215942,-3.948054313659668,-9.044915199279785
2025-05-08T14:26:53.668023,-1.9535962343215942,-3.9431443214416504,-9.024474143981934
2025-05-08T14:26:53.698665,-1.9535962343215942,-3.94018292427063,-9.058025360107422
2025-05-08T14:26:53.698847,-1.9535962343215942,-3.937028169631958,-9.044292449951172
2025-05-08T14:26:53.699219,-1.9535962343215942,-3.9349074363708496,-9.04514217376709
2025-05-08T14:26:53.728467,-1.9535962343215942,-3.9305381774902344,-9.054756164550781
2025-05-08T14:26:53.728594,-1.9535962343215942,-3.9258904457092285,-9.045682907104492
2025-05-08T14:26:53.728796,-1.9535962343215942,-3.918985366821289,-9.034533500671387
2025-05-08T14:26:53.756363,-1.9535962343215942,-3.91317081451416,-9.048713684082031
2025-05-08T14:26:53.757817,-1.9535962343215942,-3.909433364868164,-9.045727729797363
2025-05-08T14:26:53.757843,-1.9535962343215942,-3.9058663845062256,-9.060861587524414
2025-05-08T14:26:53.786748,-1.9535962343215942,-3.9028310775756836,-9.0331449508667
2025-05-08T14:26:53.788138,-1.9535962343215942,-3.8992366790771484,-9.052403450012207
2025-05-08T14:26:53.788169,-1.9535962343215942,-3.8981242179870605,-9.055691719055176
2025-05-08T14:26:53.815840,-1.9535962343215942,-3.892333507537842,-9.059041976928711
2025-05-08T14:26:53.816599,-1.9535962343215942,-3.8866376876831055,-9.039584159851074
2025-05-08T14:26:53.816631,-1.9535962343215942,-3.8808584213256836,-9.033921241760254
2025-05-08T14:26:53.845990,-1.9535962343215942,-3.8723459243774414,-9.043923377990723
2025-05-08T14:26:53.846660,-1.9535962343215942,-3.8691489696502686,-9.05280590057373
2025-05-08T14:26:53.875872,-1.9535962343215942,-3.867358922958374,-9.048375129699707
2025-05-08T14:26:53.875906,-1.9535962343215942,-3.864942789077759,-9.05611515045166
2025-05-08T14:26:53.876617,-1.9535962343215942,-3.8620173931121826,-9.055380821228027
2025-05-08T14:26:53.905881,-1.9535962343215942,-3.8548662662506104,-9.055261611938477
2025-05-08T14:26:53.905909,-1.9535962343215942,-3.845554828643799,-9.038818359375
2025-05-08T14:26:53.906816,-1.9535962343215942,-3.836737632751465,-9.066350936889648
2025-05-08T14:26:53.907092,-1.9535962343215942,-3.831136703491211,-9.06673812866211
2025-05-08T14:26:53.907125,-1.9535962343215942,-3.8313276767730713,-9.042732238769531
2025-05-08T14:26:53.936189,-1.9535962343215942,-3.8324384689331055,-9.048149108886719
2025-05-08T14:26:53.936957,-1.9535962343215942,-3.832318067550659,-9.048517227172852
2025-05-08T14:26:53.966112,-1.9535962343215942,-3.828186273574829,-9.046618461608887
2025-05-08T14:26:53.966155,-1.9535962343215942,-3.822342872619629,-9.048239707946777
2025-05-08T14:26:53.966918,-1.9535962343215942,-3.8177504539489746,-9.047980308532715
2025-05-08T14:26:53.995858,-1.9535962343215942,-3.815274238586426,-9.056417465209961
2025-05-08T14:26:53.995883,-1.9535962343215942,-3.8095896244049072,-9.048074722290039
2025-05-08T14:26:53.996579,-1.9535962343215942,-3.802539587020874,-9.064835548400879
2025-05-08T14:26:54.025766,-1.9535962343215942,-3.7992587089538574,-9.0408935546875
2025-05-08T14:26:54.025793,-1.9535962343215942,-3.793705701828003,-9.047820091247559
2025-05-08T14:26:54.026638,-1.9535962343215942,-3.789602756500244,-9.044859886169434
2025-05-08T14:26:54.056749,-1.9535962343215942,-3.789811134338379,-9.036140441894531
2025-05-08T14:26:54.059521,-1.9535962343215942,-3.790738344192505,-9.049384117126465
2025-05-08T14:26:54.059568,-1.9535962343215942,-3.7863752841949463,-9.041131973266602
2025-05-08T14:26:54.088670,-1.9535962343215942,-3.7833168506622314,-9.054449081420898
2025-05-08T14:26:54.089725,-1.9535962343215942,-3.7790019512176514,-9.052696228027344
2025-05-08T14:26:54.089783,-1.9535962343215942,-3.7723770141601562,-9.048316955566406
2025-05-08T14:26:54.116955,-1.9535962343215942,-3.767350435256958,-9.050614356994629
2025-05-08T14:26:54.117523,-1.9535962343215942,-3.765894889831543,-9.036581039428711
2025-05-08T14:26:54.117767,-1.9535962343215942,-3.763176918029785,-9.04189682006836
2025-05-08T14:26:54.145980,-1.9535962343215942,-3.760746479034424,-9.036519050598145
2025-05-08T14:26:54.146629,-1.9535962343215942,-3.7617685794830322,-9.05915355682373
2025-05-08T14:26:54.175877,-1.9535962343215942,-3.7594497203826904,-9.058259010314941
2025-05-08T14:26:54.175911,-1.9535962343215942,-3.7540273666381836,-9.043678283691406
2025-05-08T14:26:54.176612,-1.9535962343215942,-3.7520782947540283,-9.03890609741211
2025-05-08T14:26:54.205878,-1.9535962343215942,-3.7486393451690674,-9.061556816101074
2025-05-08T14:26:54.205904,-1.9535962343215942,-3.7417194843292236,-9.05622386932373
2025-05-08T14:26:54.206898,-1.9535962343215942,-3.734724760055542,-9.027677536010742
2025-05-08T14:26:54.207168,-1.9535962343215942,-3.729853630065918,-9.031462669372559
2025-05-08T14:26:54.207184,-1.9535962343215942,-3.7258994579315186,-9.046244621276855
2025-05-08T14:26:54.236773,-1.9535962343215942,-3.722935914993286,-9.056910514831543
2025-05-08T14:26:54.237213,-1.9535962343215942,-3.720555543899536,-9.053646087646484
2025-05-08T14:26:54.266170,-1.9535962343215942,-3.717566967010498,-9.046843528747559
2025-05-08T14:26:54.266205,-1.9535962343215942,-3.7104947566986084,-9.062586784362793
2025-05-08T14:26:54.266957,-1.9535962343215942,-3.7022593021392822,-9.04068374633789
2025-05-08T14:26:54.297508,-1.9535962343215942,-3.69500994682312,-9.044549942016602
2025-05-08T14:26:54.297699,-1.9535962343215942,-3.6916093826293945,-9.047833442687988
2025-05-08T14:26:54.297951,-1.9535962343215942,-3.688817024230957,-9.044508934020996
2025-05-08T14:26:54.325835,-1.9535962343215942,-3.6843996047973633,-9.047492027282715
2025-05-08T14:26:54.325864,-1.9535962343215942,-3.684508800506592,-9.042540550231934
2025-05-08T14:26:54.326715,-1.9535962343215942,-3.684786796569824,-9.041470527648926
2025-05-08T14:26:54.356263,-1.9535962343215942,-3.6832525730133057,-9.05271053314209
2025-05-08T14:26:54.357353,-1.9535962343215942,-3.679744005203247,-9.03686809539795
2025-05-08T14:26:54.357372,-1.9535962343215942,-3.6705918312072754,-9.053821563720703
2025-05-08T14:26:54.386931,-1.9535962343215942,-3.663597822189331,-9.038866996765137
2025-05-08T14:26:54.387253,-1.9535962343215942,-3.6587963104248047,-9.051542282104492
2025-05-08T14:26:54.387292,-1.9535962343215942,-3.6552484035491943,-9.049098014831543
2025-05-08T14:26:54.416596,-1.9535962343215942,-3.6541836261749268,-9.05169677734375
2025-05-08T14:26:54.416991,-1.9535962343215942,-3.6540517807006836,-9.060643196105957
2025-05-08T14:26:54.417043,-1.9535962343215942,-3.6512672901153564,-9.044631004333496
2025-05-08T14:26:54.446072,-1.9535962343215942,-3.6458499431610107,-9.04806900024414
2025-05-08T14:26:54.446675,-1.9535962343215942,-3.643062114715576,-9.056587219238281
2025-05-08T14:26:54.476769,-1.9535962343215942,-3.6388986110687256,-9.044921875
2025-05-08T14:26:54.477042,-1.9535962343215942,-3.6326067447662354,-9.04421329498291
2025-05-08T14:26:54.477299,-1.9535962343215942,-3.6300642490386963,-9.044751167297363
2025-05-08T14:26:54.505987,-1.9535962343215942,-3.626086473464966,-9.050646781921387
2025-05-08T14:26:54.506028,-1.9535962343215942,-3.6210927963256836,-9.059940338134766
2025-05-08T14:26:54.506816,-1.9535962343215942,-3.619948148727417,-9.052684783935547
2025-05-08T14:26:54.507042,-1.9535962343215942,-3.6211307048797607,-9.064737319946289
2025-05-08T14:26:54.507069,-1.9535962343215942,-3.613463878631592,-9.05270004272461
2025-05-08T14:26:54.536184,-1.9535962343215942,-3.6036064624786377,-9.0350923538208
2025-05-08T14:26:54.536939,-1.9535962343215942,-3.601557970046997,-9.0541410446167
2025-05-08T14:26:54.566637,-1.9535962343215942,-3.596548080444336,-9.046342849731445
2025-05-08T14:26:54.566678,-1.9535962343215942,-3.5926108360290527,-9.044219970703125
2025-05-08T14:26:54.569023,-1.9535962343215942,-3.5918352603912354,-9.050787925720215
2025-05-08T14:26:54.598795,-1.9535962343215942,-3.593906879425049,-9.043842315673828
2025-05-08T14:26:54.598961,-1.9535962343215942,-3.59157133102417,-9.03465461730957
2025-05-08T14:26:54.599203,-1.9535962343215942,-3.5846126079559326,-9.045990943908691
2025-05-08T14:26:54.626594,-1.9535962343215942,-3.58294939994812,-9.052568435668945
2025-05-08T14:26:54.626645,-1.9535962343215942,-3.5757710933685303,-9.048639297485352
2025-05-08T14:26:54.628409,-1.9535962343215942,-3.5689897537231445,-9.057564735412598
2025-05-08T14:26:54.658549,-1.9535962343215942,-3.566798448562622,-9.054944038391113
2025-05-08T14:26:54.658862,-1.9535962343215942,-3.5675208568573,-9.045197486877441
2025-05-08T14:26:54.658887,-1.9535962343215942,-3.566066265106201,-9.063072204589844
2025-05-08T14:26:54.686216,-1.9535962343215942,-3.5658321380615234,-9.053041458129883
2025-05-08T14:26:54.686911,-1.9535962343215942,-3.5624806880950928,-9.049620628356934
2025-05-08T14:26:54.686938,-1.9535962343215942,-3.5564708709716797,-9.060221672058105
2025-05-08T14:26:54.715990,-1.9535962343215942,-3.553861379623413,-9.057551383972168
2025-05-08T14:26:54.716687,-1.9535962343215942,-3.54826283454895,-9.045699119567871
2025-05-08T14:26:54.716716,-1.9535962343215942,-3.539013624191284,-9.04546070098877
2025-05-08T14:26:54.746052,-1.9535962343215942,-3.5308456420898438,-9.035791397094727
2025-05-08T14:26:54.746741,-1.9535962343215942,-3.531182050704956,-9.04578685760498
2025-05-08T14:26:54.775977,-1.9535962343215942,-3.533729076385498,-9.035057067871094
2025-05-08T14:26:54.776020,-1.9535962343215942,-3.532240152359009,-9.034212112426758
2025-05-08T14:26:54.776682,-1.9535962343215942,-3.526707649230957,-9.04210376739502
2025-05-08T14:26:54.807157,-1.9535962343215942,-3.5242486000061035,-9.04233169555664
2025-05-08T14:26:54.807216,-1.9535962343215942,-3.5256099700927734,-9.058528900146484
2025-05-08T14:26:54.807444,-1.9535962343215942,-3.5188491344451904,-9.060718536376953
2025-05-08T14:26:54.807664,-1.9535962343215942,-3.509570360183716,-9.045323371887207
2025-05-08T14:26:54.807704,-1.9535962343215942,-3.5057919025421143,-9.046952247619629
2025-05-08T14:26:54.836262,-1.9535962343215942,-3.5036942958831787,-9.047959327697754
2025-05-08T14:26:54.837183,-1.9535962343215942,-3.5016825199127197,-9.047576904296875
2025-05-08T14:26:54.866096,-1.9535962343215942,-3.5007598400115967,-9.049495697021484
2025-05-08T14:26:54.866149,-1.9535962343215942,-3.501112222671509,-9.04813003540039
2025-05-08T14:26:54.895797,-1.9535962343215942,-3.496488094329834,-9.048891067504883
