acc_x_time,data_2,roll,pitch,yaw,acc_x_data,acc_y_data,acc_z_data,gyro_x_data,gyro_y_data,gyro_z_data,force,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23
91750.0,25.0,-9.446965,62.545765,-159.0579,-8.7008915,-0.63421917,3.3196778,0.2766148,-0.66575056,-0.22905637,0.061048903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91760.0,24.0,-9.333983,62.16303,-159.09554,-8.762169,-0.5867003,3.331742,0.26573431,-0.665157,-0.20291477,-1.2699853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91770.0,27.0,-9.185893,61.807987,-159.09976,-8.8367,-0.51874864,3.2824595,0.26385522,-0.65500057,-0.17376916,-1.2699853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91780.0,23.0,-9.011356,61.497124,-159.0719,-8.788993,-0.43551767,3.2577937,0.26392296,-0.62159824,-0.14037107,-1.2699853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91790.0,25.0,-8.807775,61.22544,-159.01244,-8.62388,-0.2761013,3.2336843,0.25916797,-0.5734469,-0.104532205,-1.2699853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91800.0,24.0,-8.572062,60.979767,-158.93681,-8.416259,-0.20816608,3.1481736,0.26603436,-0.5250656,-0.06808984,-1.2699853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91810.0,23.0,-8.315499,60.749554,-158.86412,-8.225426,-0.2160451,3.070945,0.2864061,-0.48274684,-0.046224583,-1.2699853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91820.0,24.0,-8.042055,60.529186,-158.78716,-8.05803,-0.26800153,2.894976,0.3143812,-0.44978392,-0.027886441,-1.2699853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91830.0,25.0,-7.7617803,60.309082,-158.69753,-7.927802,-0.35670713,2.7924721,0.3295673,-0.42418072,-0.015757626,-1.2699853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91840.0,27.0,-7.458328,60.07179,-158.57866,-7.8060894,-0.4439574,2.8764546,0.33599275,-0.41781607,0.0030828677,-1.2699853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91850.0,23.0,-7.129878,59.805355,-158.43881,-7.646139,-0.4714403,3.0379696,0.34104013,-0.431898,0.01995734,-1.2699853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
