relative_time_ms,force,accX,accY
0,8.913307189941406,2.877626657485962,-8.718523025512695
5,8.669107437133789,2.9573941230773926,-9.58775520324707
10,8.36385726928711,2.9937870502471924,-9.971907615661621
15,8.119656562805176,3.0333216190338135,-9.778971672058105
20,7.936506271362305,3.070050001144409,-9.263608932495117
25,7.692306995391846,3.0159504413604736,-8.687970161437988
30,7.326005935668945,2.8153982162475586,-8.766592979431152
35,6.837605953216553,2.4917526245117188,-8.655281066894531
40,6.288154602050781,2.167715549468994,-8.343287467956543
45,5.799754619598389,1.9357274770736694,-7.568207263946533
50,5.250304222106934,1.6799322366714478,-7.064532279968262
55,4.639802932739258,1.297472357749939,-6.79266881942749
60,4.029302597045898,0.8624507188796997,-7.184958457946777
65,3.418802261352539,0.5622543692588806,-8.141202926635742
70,2.8083014488220215,0.43673327565193176,-9.556304931640625
75,2.197800874710083,0.4327731430530548,-10.497309684753418
80,1.587300181388855,0.5731309056282043,-10.573225021362305
85,0.9767997860908508,0.7894989848136902,-10.364927291870117
90,0.36629918217658997,0.845327615737915,-9.8887939453125
95,-0.24420146644115448,0.6182864308357239,-9.434761047363281
100,-0.6715517640113831,0.21756841242313385,-8.922852516174316
105,-0.7326018810272217,-0.21550963819026947,-8.606176376342773
110,-0.7326018810272217,-0.48159313201904297,-8.83140754699707
115,-0.7326018810272217,-0.36758527159690857,-9.010649681091309
120,-0.7326018810272217,-0.00939875841140747,-8.585636138916016
125,-0.7326018810272217,0.42878180742263794,-8.873519897460938
130,-0.7326018810272217,1.0026347637176514,-8.46217155456543
135,-0.7326018810272217,1.4785430431365967,-8.26215648651123
140,-0.7326018810272217,1.656105399131775,-8.155117988586426
145,-0.7326018810272217,1.6768734455108643,-8.194897651672363
150,-0.7326018810272217,1.6868233680725098,-8.107349395751953
155,-0.7326018810272217,1.6542035341262817,-7.834181785583496
160,-0.7326018810272217,1.596776008605957,-7.535617828369141
165,-0.7326018810272217,1.5429152250289917,-7.250227928161621
170,-0.7326018810272217,1.5642057657241821,-7.160977840423584
175,-0.7326018810272217,1.6702088117599487,-7.077015399932861
180,-0.7326018810272217,1.764459490776062,-6.998514175415039
185,-0.7326018810272217,1.7884780168533325,-6.826080322265625
190,-0.7326018810272217,1.7897443771362305,-6.773401737213135
