step_time
0.595
1.175
1.72
2.3
2.87
3.46
4.07
4.635
5.25
5.865
6.5
7.11
7.715
8.33
8.66
8.97
9.605
10.21
10.845
11.445
12.08
12.675
13.31
13.975
14.615
15.255
15.565
15.875
16.48
16.8
17.12
17.745
18.32
18.91
19.49
20.085
20.71
21.345
21.965
22.625
23.285
23.92
24.255
24.56
25.19
25.805
26.14
26.45
26.755
27.07
27.385
27.715
28.03
28.38
29.015
29.585
29.905
30.22
30.555
30.86
31.465
32.03
32.37
32.685
33.02
33.34
33.97
34.325
34.625
35.245
35.865
36.48
37.08
37.415
37.73
38.26
