step_time
0.19
0.85
1.445
2.335
2.885
3.4
3.985
4.53
4.975
5.48
6.115
6.8
7.58
8.255
8.925
9.51
10.205
10.545
10.855
11.45
12.045
12.7
13.395
13.88
14.55
15.145
15.815
16.51
17.205
17.73
18.66
19.16
19.795
20.405
20.815
21.375
22.105
22.87
23.425
24.31
25.035
25.795
26.825
27.32
28.035
28.7
29.23
29.75
30.415
30.975
