step_time
0.105
0.69
1.285
1.875
2.445
3.04
3.66
4.24
4.8
5.325
5.88
6.435
6.985
7.545
8.095
8.695
9.255
9.845
10.395
10.99
11.54
12.085
12.705
13.255
13.805
14.315
15.475
15.795
16.385
16.93
17.585
18.125
18.75
19.26
19.825
20.45
21.04
21.615
22.19
22.77
24.565
25.355
25.665
26.195
26.51
26.81
27.415
27.965
28.535
29.08
29.625
30.1
