relative_time_ms,force,accX,accY
0,0.18315599858760834,16.3597469329834,-9.674665451049805
5,0.18315599858760834,16.556154251098633,-9.195812225341797
10,0.18315599858760834,16.75029182434082,-8.65536880493164
15,0.18315599858760834,16.904281616210938,-8.09775161743164
20,0.18315599858760834,16.943979263305664,-7.6125807762146
25,0.18315599858760834,16.835405349731445,-7.108187675476074
30,0.18315599858760834,16.582534790039062,-6.729989528656006
35,0.18315599858760834,16.17215347290039,-6.457681179046631
40,0.18315599858760834,15.620719909667969,-6.326276779174805
45,0.18315599858760834,14.935837745666504,-6.332018852233887
50,0.18315599858760834,14.17520809173584,-6.474798202514648
55,0.18315599858760834,13.418699264526367,-6.657701015472412
60,0.18315599858760834,12.692214965820312,-6.977787017822266
65,0.18315599858760834,12.015730857849121,-7.302684307098389
70,0.18315599858760834,11.475421905517578,-7.740262985229492
75,0.18315599858760834,11.032556533813477,-8.207201957702637
80,0.18315599858760834,10.596534729003906,-8.7470703125
85,0.18315599858760834,10.037829399108887,-9.26594066619873
90,1.5262571573257446,9.240428924560547,-9.808286666870117
95,2.8693583011627197,8.132899284362793,-10.47703742980957
100,2.5030581951141357,6.773846626281738,-11.320467948913574
105,2.3809585571289062,5.219457149505615,-12.246983528137207
110,2.8693583011627197,3.4472897052764893,-13.01435661315918
115,2.9304089546203613,1.5782145261764526,-14.046995162963867
120,2.9304089546203613,-0.20468705892562866,-15.041211128234863
125,2.9304089546203613,-1.864845871925354,-16.13282585144043
130,2.9304089546203613,-3.412924289703369,-17.243606567382812
135,2.9304089546203613,-4.521753311157227,-18.121732711791992
140,2.9304089546203613,-4.905632495880127,-18.325637817382812
145,2.9304089546203613,-4.66288948059082,-18.430299758911133
150,2.9304089546203613,-4.038515567779541,-18.864696502685547
155,2.9304089546203613,-3.108776330947876,-19.177759170532227
160,2.9304089546203613,-2.0963613986968994,-18.655399322509766
165,3.3577592372894287,-1.3163541555404663,-17.321447372436523
170,3.968259572982788,-0.8443055748939514,-16.007652282714844
175,4.578760147094727,-0.5138736367225647,-14.820556640625
180,5.189261436462402,-0.15514464676380157,-13.075929641723633
185,5.79976224899292,0.3359117805957794,-10.836277961730957
190,6.4102630615234375,1.0884250402450562,-8.781774520874023
195,6.471312046051025,2.385094165802002,-7.025488376617432
200,6.471312046051025,4.134649276733398,-5.143213748931885
205,6.715513229370117,5.739219665527344,-3.2310659885406494
210,6.959712505340576,6.632192611694336,-1.8702887296676636
215,7.387063503265381,6.901400566101074,-1.1741188764572144
220,7.814414024353027,6.86686372756958,-1.2609909772872925
225,8.119665145874023,6.582221508026123,-1.6168895959854126
230,8.485963821411133,6.242478847503662,-1.7602758407592773
235,8.730165481567383,5.873751640319824,-2.2505509853363037
240,9.157513618469238,5.447324752807617,-2.80181622505188
245,9.52381420135498,4.882036209106445,-3.523622751235962
250,9.706965446472168,4.270787715911865,-4.479427814483643
255,9.706965446472168,3.714885711669922,-5.621431350708008
260,9.706965446472168,3.2434804439544678,-6.916814804077148
265,9.706965446472168,2.9064218997955322,-8.13080883026123
270,9.706965446472168,2.7434661388397217,-8.776921272277832
275,9.706965446472168,2.7801451683044434,-8.694650650024414
280,9.706965446472168,3.030712604522705,-7.810000896453857
285,9.706965446472168,3.425018787384033,-6.833920001983643
290,9.706965446472168,3.940748453140259,-5.794001579284668
295,9.706965446472168,4.459886074066162,-5.062411308288574
300,9.706965446472168,4.866237163543701,-4.86420202255249
305,9.706965446472168,5.07639741897583,-4.833595275878906
310,9.706965446472168,5.078341484069824,-4.777238368988037
315,9.584864616394043,4.8695878982543945,-5.023270606994629
320,9.462764739990234,4.441444396972656,-5.60233211517334
325,9.035414695739746,3.8151955604553223,-6.395533561706543
330,8.730165481567383,3.049635648727417,-7.52236270904541
335,8.119665145874023,2.259154796600342,-8.64853286743164
340,7.509163856506348,1.4934860467910767,-9.187928199768066
345,6.89866304397583,0.7711334824562073,-9.278599739074707
350,6.288162708282471,0.1431795209646225,-9.828572273254395
355,5.79976224899292,-0.34423860907554626,-11.121225357055664
360,5.311360836029053,-0.7989929914474487,-12.619452476501465
365,4.884011745452881,-1.3684773445129395,-13.15896987915039
370,4.578760147094727,-1.7525570392608643,-12.94135856628418
375,4.090359687805176,-1.113405466079712,-13.712027549743652
380,3.724059581756592,0.6395387649536133,-16.589433670043945
385,3.3577592372894287,2.0076563358306885,-20.313188552856445
390,2.9914588928222656,2.136924982070923,-22.22787857055664
395,2.564108371734619,1.423732042312622,-21.68680763244629
400,2.0757081508636475,0.15892505645751953,-20.753429412841797
405,1.8315073251724243,-1.5150072574615479,-19.417448043823242
410,1.7094075679779053,-3.36083984375,-18.037479400634766
415,1.2210068702697754,-5.059220790863037,-16.472225189208984
420,0.9768067598342896,-6.5204548835754395,-14.473613739013672
425,0.7326065301895142,-7.650871276855469,-12.014067649841309
430,0.7326065301895142,-8.40882396697998,-9.382648468017578
435,0.4884064495563507,-8.687451362609863,-6.865699768066406
440,0.18315599858760834,-8.305413246154785,-4.666196346282959
445,-0.06104438379406929,-6.871666431427002,-2.9255895614624023
450,-0.3052445352077484,-3.524411201477051,-1.5254781246185303
455,-0.42734456062316895,2.410234212875366,-0.6166621446609497
460,-0.7325947880744934,10.123085975646973,0.11487050354480743
465,-0.793644905090332,17.936206817626953,0.13718365132808685
470,-0.793644905090332,23.100902557373047,0.008508378639817238
475,-0.793644905090332,23.349557876586914,-1.0461890697479248
480,-0.793644905090332,20.796689987182617,-2.601471424102783
485,-0.793644905090332,17.4218807220459,-4.265242576599121
490,-0.793644905090332,14.529526710510254,-5.850406169891357
495,-0.793644905090332,12.491487503051758,-7.151277542114258
500,-0.793644905090332,11.280943870544434,-7.975954532623291
505,-0.793644905090332,10.178417205810547,-8.493271827697754
510,-0.793644905090332,9.001115798950195,-8.549436569213867
515,-0.793644905090332,8.554549217224121,-8.665882110595703
520,-0.793644905090332,8.6034574508667,-8.922037124633789
525,-0.793644905090332,8.950444221496582,-9.219208717346191
530,-0.793644905090332,9.660004615783691,-9.474626541137695
535,-0.793644905090332,10.26668930053711,-9.97138500213623
540,-0.793644905090332,10.56004524230957,-10.531295776367188
545,-0.793644905090332,10.530155181884766,-11.153083801269531
550,-0.7325947880744934,10.337254524230957,-11.627248764038086
555,-0.6104947924613953,10.259259223937988,-12.217100143432617
560,-0.48839473724365234,10.459880828857422,-12.560110092163086
565,-0.3662947118282318,11.040499687194824,-12.93183708190918
570,-0.1831444501876831,12.050398826599121,-12.881101608276367
575,5.785489065601723e-06,13.49264144897461,-12.33609676361084
580,0.18315599858760834,15.222453117370605,-11.341940879821777
585,0.36630624532699585,16.851276397705078,-10.29255485534668
590,0.5494563579559326,18.34895133972168,-9.294421195983887
595,0.6105062961578369,19.417205810546875,-8.37454605102539
600,0.6715564727783203,19.788585662841797,-7.6727471351623535
605,0.7326065301895142,19.415382385253906,-7.194630146026611
610,0.9157565236091614,18.48566436767578,-6.980441570281982
615,0.9157565236091614,17.411008834838867,-7.271490097045898
620,1.037856936454773,16.426008224487305,-7.608429908752441
625,1.037856936454773,15.584726333618164,-7.767571449279785
630,1.037856936454773,14.842315673828125,-8.058374404907227
635,1.037856936454773,14.429040908813477,-8.271624565124512
640,1.037856936454773,14.443530082702637,-8.456106185913086
645,1.037856936454773,14.84589958190918,-8.6504545211792
650,1.037856936454773,15.674466133117676,-8.663371086120605
655,1.037856936454773,16.79253578186035,-8.613164901733398
660,1.037856936454773,18.036483764648438,-8.54107666015625
665,1.037856936454773,19.19523048400879,-8.37937068939209
670,1.037856936454773,19.9493408203125,-8.329839706420898
675,1.037856936454773,20.38616943359375,-8.315786361694336
680,1.037856936454773,20.628292083740234,-8.373108863830566
685,1.037856936454773,20.783300399780273,-8.373147010803223
690,1.037856936454773,20.93552017211914,-8.358370780944824
695,1.037856936454773,21.005952835083008,-8.312907218933105
700,1.037856936454773,20.997983932495117,-8.254325866699219
705,1.037856936454773,20.89126968383789,-8.044904708862305
710,1.037856936454773,20.63714027404785,-7.922915935516357
715,1.037856936454773,19.94331169128418,-7.836323261260986
720,1.8925576210021973,18.423006057739258,-7.980600833892822
725,2.9914588928222656,16.054048538208008,-8.515419960021973
730,2.686208486557007,13.058455467224121,-9.344169616699219
735,2.0757081508636475,9.719091415405273,-10.230411529541016
740,1.6483575105667114,6.542384624481201,-10.589472770690918
745,1.6483575105667114,3.7888569831848145,-11.371855735778809
750,1.6483575105667114,1.382306456565857,-12.56854248046875
755,1.6483575105667114,-0.6377930045127869,-13.748600959777832
760,1.6483575105667114,-2.147479772567749,-14.93386173248291
765,1.6483575105667114,-3.0197131633758545,-16.242656707763672
770,1.9536077976226807,-3.286614179611206,-17.16266632080078
