step_time
0.61
1.445
2.435
3.195
3.875
4.395
5.125
5.845
6.74
7.54
8.255
8.99
9.82
10.495
11.245
11.98
12.665
13.495
14.23
15.0
15.83
16.43
17.205
17.945
18.75
19.55
20.275
20.995
21.7
22.375
23.1
23.965
24.435
24.815
25.545
26.255
26.95
27.76
28.375
29.07
29.78
30.525
30.915
31.295
