step_time
0.465
0.78
1.225
1.985
2.64
3.445
4.205
4.865
5.585
6.28
6.885
7.225
7.57
7.94
8.275
8.935
9.255
9.565
9.895
10.26
10.955
11.525
12.17
12.77
13.36
14.01
14.86
15.18
15.505
16.175
16.785
17.405
18.035
18.345
18.675
19.09
19.955
20.695
21.395
22.02
22.685
23.305
23.98
24.645
25.03
25.425
26.035
26.65
27.265
27.805
28.4
29.03
29.675
30.22
30.75
