relative_time_ms,force,accX,accY
0,5.616611003875732,-2.86958909034729,-12.716423034667969
5,5.006110668182373,-4.0317158699035645,-12.691150665283203
10,4.3956098556518555,-4.9306793212890625,-12.222809791564941
15,3.785109043121338,-5.510002613067627,-11.578166961669922
20,3.601959228515625,-5.69356632232666,-11.041655540466309
25,3.5409095287323,-5.407330513000488,-10.817432403564453
30,3.5409095287323,-4.68931770324707,-10.74049186706543
35,3.5409095287323,-3.569880723953247,-10.983789443969727
40,3.5409095287323,-2.1357100009918213,-11.170859336853027
45,3.5409095287323,-0.7940735220909119,-11.040456771850586
50,3.5409095287323,0.18070060014724731,-10.721508026123047
55,3.5409095287323,0.8397523164749146,-10.067254066467285
60,3.5409095287323,1.1534889936447144,-9.245209693908691
65,3.5409095287323,1.094852328300476,-8.48550796508789
70,3.5409095287323,0.7967310547828674,-7.806457042694092
75,3.5409095287323,0.3864149749279022,-7.25622034072876
80,3.5409095287323,-0.06956029683351517,-6.805205345153809
85,3.5409095287323,-0.5042814016342163,-6.465127468109131
90,3.5409095287323,-0.8243595957756042,-6.25905179977417
95,3.5409095287323,-1.0035027265548706,-6.1943583488464355
100,3.5409095287323,-1.0092073678970337,-6.355834007263184
105,3.5409095287323,-0.869769275188446,-6.569086074829102
110,3.5409095287323,-0.6325002312660217,-6.731481075286865
115,3.5409095287323,-0.44735729694366455,-6.901109218597412
120,3.5409095287323,-0.3421470820903778,-7.1544671058654785
125,3.5409095287323,-0.2585485577583313,-7.398005485534668
130,3.5409095287323,-0.19929905235767365,-7.614470481872559
135,3.5409095287323,-0.18608304858207703,-7.729033470153809
140,3.5409095287323,-0.22511398792266846,-7.855484485626221
145,3.5409095287323,-0.29981282353401184,-7.992933750152588
150,3.5409095287323,-0.3994458317756653,-8.17586898803711
155,3.5409095287323,-0.4985313415527344,-8.330020904541016
160,3.5409095287323,-0.5649005174636841,-8.454029083251953
165,3.5409095287323,-0.6039925217628479,-8.587985038757324
170,3.5409095287323,-0.616608202457428,-8.733386993408203
175,3.5409095287323,-0.5844104886054993,-8.750996589660645
180,3.5409095287323,-0.5284378528594971,-8.732278823852539
185,3.5409095287323,-0.45805224776268005,-8.645535469055176
190,3.5409095287323,-0.3600181043148041,-8.49245834350586
195,3.5409095287323,-0.23585273325443268,-8.375186920166016
200,3.5409095287323,-0.12459548562765121,-8.415339469909668
205,3.5409095287323,-0.07148682326078415,-8.456527709960938
210,3.5409095287323,-0.07809394598007202,-8.482954978942871
215,3.5409095287323,-0.15631191432476044,-8.499658584594727
220,3.5409095287323,-0.27722856402397156,-8.480896949768066
225,3.5409095287323,-0.4217928349971771,-8.416204452514648
230,3.5409095287323,-0.5871886014938354,-8.493396759033203
235,3.5409095287323,-0.7117558121681213,-8.658827781677246
240,3.5409095287323,-0.764361560344696,-8.798598289489746
245,3.5409095287323,-0.752129316329956,-8.914186477661133
250,3.5409095287323,-0.6901138424873352,-9.103133201599121
255,3.5409095287323,-0.6079634428024292,-9.28062915802002
260,3.5409095287323,-0.5315185189247131,-9.447237968444824
265,3.5409095287323,-0.4703519642353058,-9.550318717956543
270,3.5409095287323,-0.43467575311660767,-9.547159194946289
275,3.5409095287323,-0.43389832973480225,-9.493709564208984
280,3.5409095287323,-0.4949260652065277,-9.451343536376953
285,3.5409095287323,-0.5832299590110779,-9.31830883026123
290,3.5409095287323,-0.6965749263763428,-9.211661338806152
295,3.5409095287323,-0.8308563828468323,-9.079782485961914
300,3.5409095287323,-0.9687898755073547,-8.937506675720215
305,3.5409095287323,-1.1334614753723145,-8.80473518371582
310,3.5409095287323,-1.3311980962753296,-8.74984073638916
315,3.5409095287323,-1.554295539855957,-8.681188583374023
320,3.5409095287323,-1.8165037631988525,-8.639739036560059
325,3.5409095287323,-2.1352016925811768,-8.661238670349121
330,3.5409095287323,-2.5033442974090576,-8.682018280029297
335,4.334560394287109,-2.8956620693206787,-8.80475902557373
340,5.250311374664307,-3.2809274196624756,-8.973965644836426
345,5.250311374664307,-3.6234874725341797,-9.112265586853027
350,5.616611003875732,-3.888765573501587,-9.476433753967285
355,5.616611003875732,-3.969277858734131,-10.1541166305542
360,5.616611003875732,-3.6180012226104736,-10.611842155456543
365,5.616611003875732,-2.7119240760803223,-10.991318702697754
370,5.616611003875732,-1.377833366394043,-11.466890335083008
375,5.616611003875732,0.02814076654613018,-11.652315139770508
380,5.616611003875732,0.9379504919052124,-11.914605140686035
385,5.616611003875732,1.226698637008667,-12.437328338623047
390,5.616611003875732,1.2546014785766602,-12.81100082397461
395,5.616611003875732,1.235658884048462,-13.020936965942383
400,6.166062355041504,1.1314042806625366,-13.141407012939453
405,6.715513229370117,1.1278250217437744,-12.745675086975098
410,7.326013565063477,1.3575685024261475,-11.252552032470703
415,7.936513423919678,1.6784957647323608,-9.584750175476074
420,8.547014236450195,2.0518798828125,-8.3397216796875
425,9.340664863586426,2.443232536315918,-7.497158527374268
430,10.43956470489502,2.7163455486297607,-7.166240215301514
435,11.233216285705566,2.927715539932251,-7.219313621520996
440,12.27106761932373,3.066467046737671,-7.41092586517334
445,13.247869491577148,3.002324104309082,-7.7033772468566895
450,14.285719871520996,2.7323532104492188,-7.936081409454346
455,14.957269668579102,2.4756112098693848,-8.439167976379395
